floe_id,area_px,centroid_x,centroid_y,avg_temp,min_temp,max_temp,std_temp
123,16,75.49135577797998,237.60236578707915,-22.059541702270508,-22.618154525756836,-21.236928939819336,0.2877277731895447
124,0,175.01724137931035,228.55172413793105,-21.573440551757812,-22.0412654876709,-21.007802963256836,0.2467498481273651
125,3,546.4605809128631,230.51452282157678,-21.562992095947266,-22.156484603881836,-20.664709091186523,0.36904191970825195
126,24,284.12054631828977,247.0522565320665,-22.288909912109375,-23.429128646850586,-21.007802963256836,0.4306400716304779
127,30,589.2302016724053,257.2877520905066,-21.708093643188477,-22.38716697692871,-20.664709091186523,0.32318463921546936
128,3,194.08298755186723,235.24896265560167,-21.80898666381836,-22.38716697692871,-21.12233543395996,0.3225514590740204
129,8,131.83450704225353,240.81690140845072,-22.270811080932617,-22.96523094177246,-21.12233543395996,0.3871718645095825
130,6,387.9230769230769,247.72494172494171,-21.72397232055664,-22.618154525756836,-20.77899742126465,0.31311312317848206
131,23,224.55827067669173,261.8577694235589,-21.992919921875,-22.618154525756836,-21.007802963256836,0.26795175671577454
132,15,526.5662313432836,262.9356343283582,-21.775653839111328,-22.38716697692871,-20.77899742126465,0.3258225917816162
133,0,558.2835820895523,248.1492537313433,-21.25252914428711,-21.811071395874023,-20.664709091186523,0.26119041442871094
134,2,170.28057553956833,251.7841726618705,-21.855194091796875,-22.38716697692871,-21.236928939819336,0.29980528354644775
135,14,34.888657648283036,267.2258064516129,-22.05671501159668,-22.618154525756836,-21.007802963256836,0.27628692984580994
136,2,112.80246913580247,259.9320987654321,-21.937747955322266,-22.618154525756836,-21.236928939819336,0.291818767786026
137,36,154.43737250101998,279.98204814361486,-22.307376861572266,-23.429128646850586,-21.236928939819336,0.3838179111480713
138,3,491.3076923076923,262.8888888888889,-21.585845947265625,-22.156484603881836,-20.77899742126465,0.29122239351272583
139,3,5.757709251101321,266.4537444933921,-22.098899841308594,-22.618154525756836,-21.236928939819336,0.3105160892009735
140,1,189.27433628318585,263.01769911504425,-21.886722564697266,-22.38716697692871,-21.236928939819336,0.3262944221496582
141,4,72.18412698412699,271.96190476190475,-21.866819381713867,-22.618154525756836,-21.236928939819336,0.2855619788169861
142,1,625.3052631578947,265.5157894736842,-21.054914474487305,-21.466360092163086,-20.664709091186523,0.1861269325017929
143,2,360.81976744186045,269.3488372093023,-21.3170108795166,-21.811071395874023,-21.007802963256836,0.17371083796024323
144,18,421.0730738681493,279.20095313741064,-21.82203483581543,-22.38716697692871,-20.77899742126465,0.30738070607185364
145,3,100.31363636363636,273.7590909090909,-21.854141235351562,-22.27179527282715,-21.236928939819336,0.2596026360988617
